provider,pincode,city,state,cod_delivery,prepaid_delivery,pickup,zone_group,zone_code
,606907,Arani,TAMIL NADU,Y,Y,Y,,
,518005,KURNOOL,ANDHRA PRADESH,Y,Y,Y,,
,522213,Guntur,ANDHRA PRADESH,Y,Y,Y,,
,604409,KANCHIPURAM,TAMIL NADU,Y,Y,Y,,
,534160,Tadepalligudem,ANDHRA PRADESH,Y,Y,N,,
,632059,Vellore,TAMIL NADU,Y,Y,Y,,
,607111,Cuddalore,TAMIL NADU,Y,Y,N,,
,522264,Repalle,ANDHRA PRADESH,Y,Y,Y,,
,504215,DANDEPALLY,TELANGANA,Y,Y,Y,,
,517541,Tada,ANDHRA PRADESH,N,N,N,,
,605102,VILLUPURAM,TAMIL NADU,N,N,N,,
,603112,Chennai,TAMIL NADU,Y,Y,Y,,
,534240,PENUMANTRA,ANDHRA PRADESH,Y,Y,N,,
,531030,K KOTAPADU,ANDHRA PRADESH,Y,Y,N,,
,502220,Zaheerabad,TELANGANA,Y,Y,Y,,
,503102,Kamareddy,TELANGANA,Y,Y,Y,,
,533554,MUMMIDIVARAM,ANDHRA PRADESH,N,N,N,,
,516413,Jammalamadugu,ANDHRA PRADESH,Y,Y,N,,
,635751,AMBUR,TAMIL NADU,Y,Y,Y,,
,520005,Vijayawada,ANDHRA PRADESH,Y,Y,Y,,
,600090,Chennai,TAMIL NADU,Y,Y,Y,,
,600018,Chennai,TAMIL NADU,Y,Y,N,,
,518404,NANDIKOTKUR,ANDHRA PRADESH,Y,Y,Y,,
,516247,VONITIMITTA,ANDHRA PRADESH,Y,Y,Y,,
,524202,KAVALI,ANDHRA PRADESH,Y,Y,N,,
,506102,Mahabubabad,TELANGANA,Y,Y,Y,,
,534305,NIDADAVOLE,ANDHRA PRADESH,N,N,N,,
,534320,ACHANTA,ANDHRA PRADESH,Y,Y,N,,
,516396,Pulivendula,ANDHRA PRADESH,Y,Y,Y,,
,533125,Rajahmundry,ANDHRA PRADESH,Y,Y,N,,
,601303,Tiruvallur,TAMIL NADU,N,N,Y,,
,533004,Kakinada,ANDHRA PRADESH,Y,Y,Y,,
,534401,Bhimadole,ANDHRA PRADESH,Y,Y,N,,
,518599,BETHAMCHERLA,ANDHRA PRADESH,Y,Y,N,,
,533429,YELESWARAM,ANDHRA PRADESH,Y,Y,Y,,
,532001,Srikakulam,ANDHRA PRADESH,Y,Y,Y,,
,505470,JAMMIKUNTA,TELANGANA,Y,Y,N,,
,505403,CHANDURTHI,TELANGANA,Y,Y,N,,
,603202,Chennai,TAMIL NADU,Y,Y,Y,,
,532525,GAJAPATHINAGARAM,ANDHRA PRADESH,Y,Y,N,,
,503164,INDALWAI,TELANGANA,Y,Y,Y,,
,534203,Bhimavaram,ANDHRA PRADESH,Y,Y,Y,,
,509129,IEEJA,ANDHRA PRADESH,N,N,N,,
,604914,Chidambaram,TAMIL NADU,Y,Y,N,,
,502318,Zaheerabad,TELANGANA,Y,Y,Y,,
,518674,Nandyal,ANDHRA PRADESH,Y,Y,Y,,
,500062,Hyderabad,TELANGANA,Y,Y,Y,,
,530039,Visakhapatnam,ANDHRA PRADESH,Y,Y,Y,,
,632518,Arani,TAMIL NADU,Y,Y,Y,,
,532265,Rajam,ANDHRA PRADESH,N,N,N,,
,523272,TANGUTUR,ANDHRA PRADESH,Y,Y,Y,,
,607004,Cuddalore,TAMIL NADU,Y,Y,N,,
,530021,Visakhapatnam,ANDHRA PRADESH,Y,Y,Y,,
,518145,Jammalamadugu,ANDHRA PRADESH,Y,Y,N,,
,505468,Huzurabad,TELANGANA,Y,Y,N,,
,515803,GUNTAKAL,ANDHRA PRADESH,Y,Y,N,,
,505186,SULTANABAD,TELANGANA,Y,Y,N,,
,522655,Repalle,ANDHRA PRADESH,Y,Y,N,,
,534340,DOMMERU,ANDHRA PRADESH,Y,Y,N,,
,518508,Nandyal,ANDHRA PRADESH,Y,Y,Y,,
,600012,Chennai,TAMIL NADU,Y,Y,Y,,
,517102,Chandragiri,ANDHRA PRADESH,Y,Y,Y,,
,602031,Tiruvallur,TAMIL NADU,Y,Y,Y,,
,534327,ACHANTA,ANDHRA PRADESH,Y,Y,N,,
,609108,Cuddalore,TAMIL NADU,N,N,Y,,
,500024,Hyderabad,TELANGANA,Y,Y,Y,,
,516390,Pulivendula,ANDHRA PRADESH,Y,Y,Y,,
,606001,VIRUDHACHALAM,TAMIL NADU,Y,Y,Y,,
,602025,Tiruvallur,TAMIL NADU,Y,Y,Y,,
,600096,Chennai,TAMIL NADU,Y,Y,Y,,
,522282,Repalle,ANDHRA PRADESH,Y,Y,N,,
,503321,Banswada,TELANGANA,N,N,N,,
,523112,PAMUR,ANDHRA PRADESH,N,N,N,,
,632322,Vellore,TAMIL NADU,Y,Y,N,,
,508113,Choutuppal,TELANGANA,Y,Y,Y,,
,505528,BEJJANKI,TELANGANA,Y,Y,Y,,
,505407,JAMMIKUNTA,TELANGANA,N,N,N,,
,535463,Parvathipuram,ANDHRA PRADESH,N,N,N,,
,533006,Kakinada,ANDHRA PRADESH,N,N,N,,
,631701,KANCHIPURAM,TAMIL NADU,N,N,N,,
,605006,PONDICHERRY,TAMIL NADU,Y,Y,Y,,
,532462,PALAKONDA,ANDHRA PRADESH,Y,Y,N,,
,602004,Tiruvallur,TAMIL NADU,Y,Y,Y,,
,522279,Repalle,ANDHRA PRADESH,Y,Y,N,,
,521130,CHALLAPALLI,ANDHRA PRADESH,Y,Y,N,,
,506316,PALAKURTHY,TELANGANA,Y,Y,N,,
,522276,Repalle,ANDHRA PRADESH,Y,Y,N,,
,503001,Nizamabad,TELANGANA,Y,Y,Y,,
,604154,TINDIVANAM,TAMIL NADU,Y,Y,Y,,
,632008,Vellore,TAMIL NADU,Y,Y,Y,,
,632104,Vellore,TAMIL NADU,Y,Y,Y,,
,603316,Tiruvallur,TAMIL NADU,Y,Y,N,,
,507210,DORNAKAL,TELANGANA,N,N,N,,
,534437,Eluru,ANDHRA PRADESH,Y,Y,Y,,
,602114,Tiruvallur,TAMIL NADU,Y,Y,Y,,
,533346,Mandapeta,ANDHRA PRADESH,Y,Y,N,,
,503302,Yellareddy,TELANGANA,Y,Y,N,,
,504001,Adilabad,TELANGANA,Y,Y,Y,,
,533216,MUMMIDIVARAM,ANDHRA PRADESH,N,N,N,,
,505514,Godavari Khani,TELANGANA,Y,Y,Y,,
,505185,SULTANABAD,TELANGANA,Y,Y,N,,
,515133,PUTTAPARTHI,ANDHRA PRADESH,Y,Y,N,,
,515671,Dharmavaram,ANDHRA PRADESH,Y,Y,Y,,
,600116,Chennai,TAMIL NADU,Y,Y,Y,,
,502102,DUBBAK,TELANGANA,Y,Y,Y,,
,506142,Warangal,TELANGANA,Y,Y,Y,,
,531075,K KOTAPADU,ANDHRA PRADESH,Y,Y,N,,
,605101,PONDICHERRY,TAMIL NADU,Y,Y,Y,,
,508207,Miryalaguda,TELANGANA,Y,Y,Y,,
,515774,PAMIDI,ANDHRA PRADESH,Y,Y,N,,
,507101,Kothagudem,TELANGANA,Y,Y,Y,,
,509215,Mahabubnagar,TELANGANA,Y,Y,N,,
,508233,Kodad,TELANGANA,Y,Y,Y,,
,518412,NANDIKOTKUR,ANDHRA PRADESH,Y,Y,Y,,
,631503,KANCHIPURAM,TAMIL NADU,N,N,N,,
,518134,KOILAKUNTLA,ANDHRA PRADESH,Y,Y,N,,
,530032,Gajuwaka,ANDHRA PRADESH,Y,Y,Y,,
,500034,Hyderabad,TELANGANA,Y,Y,Y,,
,600081,Chennai,TAMIL NADU,Y,Y,Y,,
,515801,GUNTAKAL,ANDHRA PRADESH,Y,Y,N,,
,522332,Guntur,ANDHRA PRADESH,Y,Y,Y,,
,524004,Nellore,ANDHRA PRADESH,Y,Y,Y,,
,600120,Chennai,TAMIL NADU,Y,Y,Y,,
,534268,Palakol,ANDHRA PRADESH,Y,Y,Y,,
,533248,Palakol,ANDHRA PRADESH,N,N,N,,
,518594,Allagadda,ANDHRA PRADESH,Y,Y,Y,,
,515662,Dharmavaram,ANDHRA PRADESH,N,N,N,,
,535002,Vizianagaram,ANDHRA PRADESH,Y,Y,Y,,
,505452,Jagtial,TELANGANA,Y,Y,N,,
,523121,SINGARAYAKONDA,ANDHRA PRADESH,N,N,N,,
,533005,Kakinada,ANDHRA PRADESH,Y,Y,Y,,
,516486,Pulivendula,ANDHRA PRADESH,Y,Y,Y,,
,509375,ACHAMPETA,TELANGANA,Y,Y,N,,
,518463,KODUMURU,ANDHRA PRADESH,N,N,N,,
,534269,ACHANTA,ANDHRA PRADESH,Y,Y,Y,,
,530043,Visakhapatnam,ANDHRA PRADESH,Y,Y,Y,,
,518397,Yemmiganur,ANDHRA PRADESH,Y,Y,N,,
,632517,Vellore,TAMIL NADU,Y,Y,Y,,
,631402,Tiruvallur,TAMIL NADU,Y,Y,Y,,
,518405,NANDIKOTKUR,ANDHRA PRADESH,Y,Y,Y,,
,632631,Ranipet,TAMIL NADU,Y,Y,N,,
,533221,AMALAPURAM,ANDHRA PRADESH,Y,Y,N,,
,505215,Godavari Khani,TELANGANA,Y,Y,Y,,
,522437,PIDUGURALLA,ANDHRA PRADESH,Y,Y,Y,,
,503218,DOODGAON,TELANGANA,Y,Y,Y,,
,500252,Shamshabad,TELANGANA,Y,Y,N,,
,505305,RACHARLA GOLLAPALLY,TELANGANA,Y,Y,N,,
,507318,Khammam,TELANGANA,Y,Y,Y,,
,534244,PENUMANTRA,ANDHRA PRADESH,Y,Y,N,,
,523001,Ongole,ANDHRA PRADESH,Y,Y,Y,,
,523213,Medarametla,ANDHRA PRADESH,Y,Y,N,,
,632013,Vellore,TAMIL NADU,Y,Y,N,,
,500178,Hyderabad,TELANGANA,Y,Y,Y,,
,603308,UTHIRAMERUR,TAMIL NADU,Y,Y,Y,,
,605753,Vellore,TAMIL NADU,N,N,N,,
,523190,INKOLLU,ANDHRA PRADESH,Y,Y,Y,,
,600086,Chennai,TAMIL NADU,Y,Y,N,,
,518019,KURNOOL,ANDHRA PRADESH,Y,Y,N,,
,518220,Dhone,ANDHRA PRADESH,N,N,N,,
,604001,TINDIVANAM,TAMIL NADU,Y,Y,Y,,
,600036,Chennai,TAMIL NADU,Y,Y,Y,,
,533455,KATHIPUDI,ANDHRA PRADESH,N,N,N,,
,600068,Chennai,TAMIL NADU,Y,Y,Y,,
,500605,Hyderabad,TELANGANA,N,N,N,,
,503174,Nizamabad,TELANGANA,Y,Y,Y,,
,500089,Hyderabad,TELANGANA,Y,Y,Y,,
,516238,Pulivendula,ANDHRA PRADESH,Y,Y,Y,,
,522281,Repalle,ANDHRA PRADESH,Y,Y,N,,
,600115,Chennai,TAMIL NADU,Y,Y,Y,,
,533264,Mandapeta,ANDHRA PRADESH,Y,Y,N,,
,500050,Hyderabad,TELANGANA,Y,Y,Y,,
,606909,Vellore,TAMIL NADU,N,N,N,,
,509126,IEEJA,ANDHRA PRADESH,Y,Y,N,,
,631609,Tiruvallur,TAMIL NADU,Y,Y,N,,
,504299,KAGAZNAGAR,TELANGANA,N,N,N,,
,604412,Vellore,TAMIL NADU,Y,Y,N,,
,500110,Hyderabad,TELANGANA,N,N,N,,
,507103,Kothagudem,TELANGANA,N,N,N,,
,506368,THORRUR,TELANGANA,N,N,N,,
,532122,Rajam,ANDHRA PRADESH,Y,Y,Y,,
,609102,Cuddalore,TAMIL NADU,N,N,Y,,
,502110,Medak,TELANGANA,N,N,N,,
,500004,Hyderabad,TELANGANA,Y,Y,Y,,
,521105,Gannavaram,ANDHRA PRADESH,N,N,N,,
,524201,KAVALI,ANDHRA PRADESH,Y,Y,N,,
,533448,Kakinada,ANDHRA PRADESH,N,N,N,,
,501512,POCHAMPALLY,TELANGANA,N,N,N,,
,600079,Chennai,TAMIL NADU,Y,Y,Y,,
,521180,Kanchikacherla,ANDHRA PRADESH,N,N,N,,
,500102,Hyderabad,TELANGANA,Y,Y,N,,
,609312,KARAIKAL,TAMIL NADU,Y,Y,N,,
,522274,Repalle,ANDHRA PRADESH,Y,Y,N,,
,521401,GAMPALAGUDEM,ANDHRA PRADESH,N,N,N,,
,515415,Tadipatri,ANDHRA PRADESH,Y,Y,Y,,
,632206,Vellore,TAMIL NADU,Y,Y,N,,
,518196,KOILAKUNTLA,ANDHRA PRADESH,Y,Y,N,,
,533105,Rajahmundry,ANDHRA PRADESH,Y,Y,Y,,
,632052,Vellore,TAMIL NADU,N,N,N,,
,516362,CHAPADU,ANDHRA PRADESH,Y,Y,N,,
,533214,AMALAPURAM,ANDHRA PRADESH,Y,Y,Y,,
,504231,Mancherial,TELANGANA,Y,Y,Y,,
,509217,SHABAD TG,TELANGANA,Y,Y,Y,,
,523186,Ongole,ANDHRA PRADESH,N,N,N,,
,523003,Kakinada,ANDHRA PRADESH,Y,Y,N,,
,605110,VILLUPURAM,TAMIL NADU,N,N,N,,
,506003,Warangal,TELANGANA,Y,Y,N,,
,534101,Tadepalligudem,ANDHRA PRADESH,Y,Y,Y,,
,521286,Gannavaram,ANDHRA PRADESH,Y,Y,Y,,
,504307,ICHODA,TELANGANA,Y,Y,N,,
,507115,Kothagudem,TELANGANA,Y,Y,Y,,
,507170,Khammam,TELANGANA,N,N,N,,
,503110,Kamareddy,TELANGANA,Y,Y,Y,,
,522260,Repalle,ANDHRA PRADESH,Y,Y,N,,
,532580,GAJAPATHINAGARAM,ANDHRA PRADESH,Y,Y,N,,
,523224,Ongole,ANDHRA PRADESH,N,N,N,,
,506145,Ghanpur,TELANGANA,N,N,N,,
,606914,Cuddalore,TAMIL NADU,Y,Y,N,,
,603317,Tiruvallur,TAMIL NADU,Y,Y,N,,
,506101,Mahabubabad,TELANGANA,Y,Y,Y,,
,500070,Hyderabad,TELANGANA,Y,Y,Y,,
,522303,Guntur,ANDHRA PRADESH,Y,Y,Y,,
,517100,Tirupati,ANDHRA PRADESH,Y,Y,N,,
,523108,PAMUR,ANDHRA PRADESH,Y,Y,N,,
,635808,AMBUR,TAMIL NADU,Y,Y,Y,,
,504106,NIRMAL,TELANGANA,N,N,N,,
,632202,Vellore,TAMIL NADU,Y,Y,Y,,
,524240,BUCHIREDDYPALEM,ANDHRA PRADESH,Y,Y,N,,
,506163,THORRUR,TELANGANA,Y,Y,N,,
,521340,KAIKALUR,ANDHRA PRADESH,N,N,N,,
,530023,Visakhapatnam,ANDHRA PRADESH,Y,Y,Y,,
,534302,NIDADAVOLE,ANDHRA PRADESH,Y,Y,Y,,
,500762,Hyderabad,TELANGANA,Y,Y,Y,,
,530037,Visakhapatnam,ANDHRA PRADESH,N,N,N,,
,515426,NARPALA,ANDHRA PRADESH,N,N,N,,
,506352,MULUGU,TELANGANA,N,N,N,,
,608501,Chidambaram,TAMIL NADU,Y,Y,Y,,
,500092,Hyderabad,TELANGANA,Y,Y,Y,,
,500074,Hyderabad,TELANGANA,Y,Y,Y,,
,516438,Jammalamadugu,ANDHRA PRADESH,Y,Y,N,,
,600050,Chennai,TAMIL NADU,N,N,Y,,
,517501,Tirupati,ANDHRA PRADESH,Y,Y,Y,,
,632314,Arani,TAMIL NADU,Y,Y,Y,,
,600013,Chennai,TAMIL NADU,Y,Y,Y,,
,518502,Nandyal,ANDHRA PRADESH,Y,Y,Y,,
,521002,Machilipatnam,ANDHRA PRADESH,Y,Y,Y,,
,500025,Hyderabad,TELANGANA,Y,Y,Y,,
,600099,Chennai,TAMIL NADU,Y,Y,Y,,
,504116,NIRMAL,TELANGANA,N,N,N,,
,515571,KADIRI,ANDHRA PRADESH,Y,Y,Y,,
,531033,Anakapalle,ANDHRA PRADESH,Y,Y,N,,
,517351,MULAKALACHERUVU,ANDHRA PRADESH,Y,Y,N,,
,506006,Warangal,TELANGANA,Y,Y,Y,,
,516311,KAMALAPURAM,ANDHRA PRADESH,Y,Y,N,,
,602023,Tiruvallur,TAMIL NADU,Y,Y,Y,,
,534126,ACHANTA,ANDHRA PRADESH,Y,Y,Y,,
,533007,Kakinada,ANDHRA PRADESH,Y,Y,Y,,
,509208,MAKTHAL,TELANGANA,Y,Y,Y,,
,531219,KOTHAVALASA,ANDHRA PRADESH,Y,Y,N,,
,508377,Nalgonda,TELANGANA,Y,Y,Y,,
,516421,Pulivendula,ANDHRA PRADESH,Y,Y,Y,,
,533341,Mandapeta,ANDHRA PRADESH,Y,Y,Y,,
,605011,PONDICHERRY,TAMIL NADU,Y,Y,Y,,
,501401,Medchal,TELANGANA,N,N,N,,
,521246,Vuyyur,ANDHRA PRADESH,Y,Y,N,,
,504304,BOATH,TELANGANA,N,N,N,,
,522013,Guntur,ANDHRA PRADESH,Y,Y,Y,,
,524421,NAIDUPETA,ANDHRA PRADESH,N,N,N,,
,516437,CHAPADU,ANDHRA PRADESH,Y,Y,N,,
,533622,RAMPACHODAVARAM,ANDHRA PRADESH,N,N,N,,
,521134,Vijayawada,ANDHRA PRADESH,Y,Y,Y,,
,518216,Dhone,ANDHRA PRADESH,Y,Y,Y,,
,500003,Hyderabad,TELANGANA,Y,Y,Y,,
,533434,Samalkot,ANDHRA PRADESH,Y,Y,Y,,
,504103,BHAINSA,TELANGANA,N,N,N,,
,504323,BOATH,TELANGANA,N,N,N,,
,533218,AMALAPURAM,ANDHRA PRADESH,Y,Y,N,,
,532208,TEKKALI,ANDHRA PRADESH,N,N,N,,
,505503,KATARAM,TELANGANA,N,N,N,,
,505466,Siddipet,TELANGANA,N,N,N,,
,530001,Visakhapatnam,ANDHRA PRADESH,Y,Y,Y,,
,518466,KODUMURU,ANDHRA PRADESH,Y,Y,N,,
,605001,PONDICHERRY,TAMIL NADU,Y,Y,Y,,
,507169,Khammam,TELANGANA,N,N,N,,
,534186,Bhimavaram,ANDHRA PRADESH,Y,Y,Y,,
,518004,KURNOOL,ANDHRA PRADESH,Y,Y,Y,,
,631304,Ranipet,TAMIL NADU,Y,Y,Y,,
,524142,KAVALI,ANDHRA PRADESH,N,N,N,,
,521129,AVANIGADDA,ANDHRA PRADESH,N,N,N,,
,507001,Khammam,TELANGANA,Y,Y,Y,,
,533461,Yanam,ANDHRA PRADESH,Y,Y,Y,,
,535250,S Kota,ANDHRA PRADESH,Y,Y,Y,,
,521265,Gannavaram,ANDHRA PRADESH,Y,Y,Y,,
,517129,KANIPAKAM,ANDHRA PRADESH,Y,Y,N,,
,522006,Guntur,ANDHRA PRADESH,Y,Y,Y,,
,500361,Hyderabad,TELANGANA,Y,Y,Y,,
,522293,Repalle,ANDHRA PRADESH,Y,Y,N,,
,522294,Guntur,ANDHRA PRADESH,Y,Y,Y,,
,522297,Guntur,ANDHRA PRADESH,Y,Y,Y,,
,631301,Ranipet,TAMIL NADU,Y,Y,Y,,
,518473,KODUMURU,ANDHRA PRADESH,Y,Y,N,,
,523367,Komarolu,ANDHRA PRADESH,N,N,N,,
,533254,Palakol,ANDHRA PRADESH,N,N,N,,
,600043,Chennai,TAMIL NADU,Y,Y,Y,,
,600065,Chennai,TAMIL NADU,Y,Y,Y,,
,600002,Chennai,TAMIL NADU,Y,Y,Y,,
,600006,Chennai,TAMIL NADU,Y,Y,Y,,
,606715,Vellore,TAMIL NADU,N,N,N,,
,601302,Tiruvallur,TAMIL NADU,N,N,Y,,
,533008,Kakinada,ANDHRA PRADESH,Y,Y,N,,
,600030,Chennai,TAMIL NADU,Y,Y,N,,
,522016,AMARAVATHI,ANDHRA PRADESH,N,N,N,,
,600107,Chennai,TAMIL NADU,N,N,Y,,
,603314,UTHIRAMERUR,TAMIL NADU,N,N,N,,
,522614,PIDUGURALLA,ANDHRA PRADESH,Y,Y,Y,,
,632058,Vellore,TAMIL NADU,Y,Y,Y,,
,524322,Atmakur,ANDHRA PRADESH,Y,Y,Y,,
,530014,Visakhapatnam,ANDHRA PRADESH,Y,Y,Y,,
,521163,Vuyyur,ANDHRA PRADESH,Y,Y,N,,
,600131,Chennai,TAMIL NADU,Y,Y,Y,,
,505184,Godavari Khani,TELANGANA,N,N,N,,
,605401,VILLUPURAM,TAMIL NADU,Y,Y,Y,,
,518669,Nandyal,ANDHRA PRADESH,Y,Y,N,,
,533297,RAJANAGARAM,ANDHRA PRADESH,Y,Y,N,,
,517372,MULAKALACHERUVU,ANDHRA PRADESH,Y,Y,N,,
,500065,Hyderabad,TELANGANA,Y,Y,Y,,
,515422,Tadipatri,ANDHRA PRADESH,Y,Y,Y,,
,524304,Atmakur,ANDHRA PRADESH,Y,Y,Y,,
,603114,Tiruvallur,TAMIL NADU,Y,Y,N,,
,508206,Kodad,TELANGANA,Y,Y,Y,,
,517563,Tirupati,ANDHRA PRADESH,Y,Y,N,,
,509216,SHADNAGAR,TELANGANA,Y,Y,Y,,
,600074,Chennai,TAMIL NADU,Y,Y,Y,,
,516330,VEMPALLI,ANDHRA PRADESH,Y,Y,N,,
,517370,MULAKALACHERUVU,ANDHRA PRADESH,Y,Y,N,,
,609113,Cuddalore,TAMIL NADU,N,N,Y,,
,600011,Chennai,TAMIL NADU,Y,Y,Y,,
,533217,AMALAPURAM,ANDHRA PRADESH,Y,Y,N,,
,524121,Tada,ANDHRA PRADESH,Y,Y,Y,,
,603048,Chennai,TAMIL NADU,Y,Y,N,,
,509338,KODANGAL,TELANGANA,N,N,N,,
,530011,Visakhapatnam,ANDHRA PRADESH,Y,Y,Y,,
,516004,Cuddapah,ANDHRA PRADESH,Y,Y,Y,,
,504109,GAJULA NARSAPUR,TELANGANA,N,N,N,,
,523214,INKOLLU,ANDHRA PRADESH,Y,Y,N,,
,632107,Vellore,TAMIL NADU,Y,Y,Y,,
,515502,MUDDIGUBA,ANDHRA PRADESH,Y,Y,N,,
,516172,CHAPADU,ANDHRA PRADESH,Y,Y,Y,,
,531162,BHEEMUNIPATNAM,ANDHRA PRADESH,Y,Y,N,,
,582109,Dharwad,KARNATAKA,N,N,N,,
,515455,Gooty,ANDHRA PRADESH,Y,Y,N,,
,522266,Guntur,ANDHRA PRADESH,Y,Y,Y,,
,507003,Khammam,TELANGANA,Y,Y,Y,,
,500253,Hyderabad,TELANGANA,Y,Y,Y,,
,523264,CHIMAKURTHY,ANDHRA PRADESH,N,N,N,,
,518598,BETHAMCHERLA,ANDHRA PRADESH,Y,Y,N,,
,631006,ARAKKONAM,TAMIL NADU,Y,Y,Y,,
,516175,DUVVUR,ANDHRA PRADESH,Y,Y,N,,
,505304,RACHARLA GOLLAPALLY,TELANGANA,Y,Y,N,,
,505208,Godavari Khani,TELANGANA,Y,Y,Y,,
,608602,Chidambaram,TAMIL NADU,Y,Y,Y,,
,517504,Tirupati,ANDHRA PRADESH,N,N,Y,,
,602002,Tiruvallur,TAMIL NADU,Y,Y,Y,,
,605809,Vellore,TAMIL NADU,N,N,N,,
,522311,Ponnur,ANDHRA PRADESH,N,N,N,,
,521333,KAIKALUR,ANDHRA PRADESH,N,N,N,,
,504110,NIRMAL,TELANGANA,N,N,N,,
,600100,Chennai,TAMIL NADU,Y,Y,Y,,
,787878,Hyderabad,TELANGANA,Y,Y,Y,,
,516108,Railway Kodur,ANDHRA PRADESH,Y,Y,N,,
,604101,TINDIVANAM,TAMIL NADU,Y,Y,Y,,
,606221,Vellore,TAMIL NADU,Y,Y,N,,
,508244,Nalgonda,TELANGANA,Y,Y,N,,
,534007,Eluru,ANDHRA PRADESH,Y,Y,Y,,
,600057,Chennai,TAMIL NADU,N,N,Y,,
,602021,Tiruvallur,TAMIL NADU,Y,Y,Y,,
,505001,Karimnagar,TELANGANA,Y,Y,Y,,
,533212,MUMMIDIVARAM,ANDHRA PRADESH,N,N,N,,
,603127,Chengalpet,TAMIL NADU,Y,Y,Y,,
,509155,ALAMPUR,TELANGANA,Y,Y,N,,
,632109,Vellore,TAMIL NADU,N,N,N,,
,631151,ARAKKONAM,TAMIL NADU,Y,Y,Y,,
,631404,Vellore,TAMIL NADU,Y,Y,N,,
,607003,Cuddalore,TAMIL NADU,Y,Y,N,,
,533234,Mandapeta,ANDHRA PRADESH,Y,Y,Y,,
,600097,Chennai,TAMIL NADU,Y,Y,N,,
,522261,Tenali,ANDHRA PRADESH,Y,Y,N,,
,523356,Komarolu,ANDHRA PRADESH,Y,Y,N,,
,600051,Chennai,TAMIL NADU,Y,Y,Y,,
,605111,PONDICHERRY,TAMIL NADU,Y,Y,Y,,
,522202,Tenali,ANDHRA PRADESH,Y,Y,Y,,
,603315,Tiruvallur,TAMIL NADU,Y,Y,N,,
,632002,Vellore,TAMIL NADU,Y,Y,Y,,
,605203,VILLUPURAM,TAMIL NADU,Y,Y,Y,,
,515631,Dharmavaram,ANDHRA PRADESH,N,N,N,,
,518402,NANDIKOTKUR,ANDHRA PRADESH,Y,Y,Y,,
,500103,Hyderabad,TELANGANA,Y,Y,Y,,
,518157,Allagadda,ANDHRA PRADESH,Y,Y,Y,,
,520006,Vijayawada,ANDHRA PRADESH,Y,Y,Y,,
,502307,ISNAPUR,TELANGANA,Y,Y,Y,,
,506170,Bhupalapalli,TELANGANA,Y,Y,N,,
,507211,Mahabubabad,TELANGANA,Y,Y,Y,,
,632324,Vellore,TAMIL NADU,Y,Y,N,,
,600105,Chennai,TAMIL NADU,N,N,Y,,
,520015,Vijayawada,ANDHRA PRADESH,Y,Y,Y,,
,500057,Hyderabad,TELANGANA,Y,Y,Y,,
,508217,Miryalaguda,TELANGANA,N,N,N,,
,600053,Chennai,TAMIL NADU,N,N,Y,,
,505212,Godavari Khani,TELANGANA,Y,Y,Y,,
,518138,KOILAKUNTLA,ANDHRA PRADESH,Y,Y,N,,
,603101,Chengalpet,TAMIL NADU,N,N,N,,
,532445,PALAKONDA,ANDHRA PRADESH,Y,Y,Y,,
,500409,KATTEDAN,TELANGANA,Y,Y,Y,,
,600128,Chennai,TAMIL NADU,N,N,Y,,
,600109,Chennai,TAMIL NADU,N,N,Y,,
,533344,Samalkot,ANDHRA PRADESH,Y,Y,Y,,
,500072,Hyderabad,TELANGANA,Y,Y,Y,,
,605103,VILLUPURAM,TAMIL NADU,Y,Y,Y,,
,535273,GAJAPATHINAGARAM,ANDHRA PRADESH,Y,Y,N,,
,507123,YELLANDU,TELANGANA,Y,Y,Y,,
,518462,KODUMURU,ANDHRA PRADESH,Y,Y,N,,
,509103,Wanaparthy,TELANGANA,Y,Y,Y,,
,518313,KURNOOL,ANDHRA PRADESH,N,N,N,,
,506011,Warangal,TELANGANA,Y,Y,N,,
,522278,Repalle,ANDHRA PRADESH,Y,Y,N,,
,515457,Gooty,ANDHRA PRADESH,Y,Y,N,,
,504325,BOATH,TELANGANA,N,N,N,,
,533251,Palakol,ANDHRA PRADESH,Y,Y,Y,,
,504301,Mancherial,TELANGANA,Y,Y,Y,,
,523201,ADDANKI,ANDHRA PRADESH,Y,Y,N,,
,503003,Nizamabad,TELANGANA,Y,Y,Y,,
,533288,RAMPACHODAVARAM,ANDHRA PRADESH,Y,Y,Y,,
,523125,SINGARAYAKONDA,ANDHRA PRADESH,N,N,N,,
,534134,ATTILI,ANDHRA PRADESH,Y,Y,N,,
,534430,Bhimadole,ANDHRA PRADESH,Y,Y,N,,
,522034,Guntur,ANDHRA PRADESH,Y,Y,Y,,
,600085,Chennai,TAMIL NADU,Y,Y,N,,
,507124,YELLANDU,TELANGANA,Y,Y,Y,,
,521434,Nandigama,ANDHRA PRADESH,Y,Y,N,,
,509152,ALAMPUR,TELANGANA,Y,Y,Y,,
,530042,Visakhapatnam,ANDHRA PRADESH,Y,Y,Y,,
,531002,Anakapalle,ANDHRA PRADESH,Y,Y,Y,,
,534201,Bhimavaram,ANDHRA PRADESH,Y,Y,Y,,
,523373,Komarolu,ANDHRA PRADESH,Y,Y,N,,
,509136,IEEJA,ANDHRA PRADESH,Y,Y,N,,
,507304,MADHIRA,TELANGANA,N,N,N,,
,533261,Mandapeta,ANDHRA PRADESH,Y,Y,N,,
