provider,pincode,city,state,cod_delivery,prepaid_delivery,pickup,zone_group,zone_code
,627722,TIRUNELVELI,TAMIL NADU,Y,Y,N,,
,577530,Malebennur,KARNATAKA,Y,Y,Y,,
,635306,UTHANGARAI,TAMIL NADU,Y,Y,N,,
,680667,Kodungallur,KERALA,Y,Y,N,,
,637418,Namakkal,TAMIL NADU,N,N,N,,
,678704,Vadakkenchery,KERALA,N,N,N,,
,587215,Bagalkot,KARNATAKA,Y,Y,Y,,
,591117,MUNAVALLI,KARNATAKA,Y,Y,N,,
,571463,Malavalli,KARNATAKA,N,N,N,,
,678541,Vadakkenchery,KERALA,N,N,N,,
,625205,Madurai,TAMIL NADU,Y,Y,N,,
,683516,Cochin,KERALA,Y,Y,N,,
,630603,Devakottai,TAMIL NADU,Y,Y,Y,,
,680590,TRICHUR,KERALA,Y,Y,N,,
,575022,Bantwal,KARNATAKA,Y,Y,N,,
,641401,Tirupur,TAMIL NADU,Y,Y,Y,,
,679357,Malappuram,KERALA,Y,Y,Y,,
,606111,Cuddalore,TAMIL NADU,Y,Y,N,,
,625522,CUMBAM,TAMIL NADU,Y,Y,N,,
,591269,Nipani,KARNATAKA,Y,Y,N,,
,690559,Mavelikera,KERALA,Y,Y,Y,,
,571106,Mysore,KARNATAKA,Y,Y,Y,,
,683502,Aluva,KERALA,Y,Y,N,,
,572217,Tiptur,KARNATAKA,Y,Y,N,,
,635126,BANGALORE,KARNATAKA,Y,Y,Y,,
,626137,Rajapalayam,TAMIL NADU,Y,Y,N,,
,679563,Guruvayur,KERALA,Y,Y,N,,
,670693,Kannur,KERALA,Y,Y,Y,,
,670673,Mattannur,KERALA,Y,Y,Y,,
,560030,BANGALORE,KARNATAKA,Y,Y,Y,,
,629253,Nagercoil,TAMIL NADU,Y,Y,N,,
,581118,Haveri,KARNATAKA,Y,Y,Y,,
,623704,MUTHUKULATHUR,TAMIL NADU,N,N,N,,
,642207,Udumalpet,TAMIL NADU,Y,Y,N,,
,686529,Kottayam,KERALA,Y,Y,N,,
,641010,Coimbatore,TAMIL NADU,Y,Y,N,,
,683519,Cochin,KERALA,Y,Y,N,,
,563115,Kolar,KARNATAKA,Y,Y,Y,,
,682000,Cochin,KERALA,Y,Y,Y,,
,680565,THRISSUR,KERALA,N,N,N,,
,591275,Nipani,KARNATAKA,Y,Y,N,,
,628501,KOVILPATTI,TAMIL NADU,Y,Y,N,,
,676109,Tirur,KERALA,Y,Y,Y,,
,680018,TRICHUR,KERALA,Y,Y,Y,,
,562130,TAVAREKERE,KARNATAKA,N,N,N,,
,688524,Cherthala,KERALA,Y,Y,N,,
,560086,BANGALORE,KARNATAKA,Y,Y,Y,,
,673580,KODANCHERY,KERALA,Y,Y,N,,
,560025,BANGALORE,KARNATAKA,N,N,Y,,
,629002,Nagercoil,TAMIL NADU,Y,Y,Y,,
,614505,PAPANASAM,TAMIL NADU,N,N,N,,
,641301,ANNUR,TAMIL NADU,Y,Y,N,,
,683522,Cochin,KERALA,Y,Y,N,,
,680323,TRICHUR,KERALA,Y,Y,Y,,
,670571,Taliparamba,KERALA,Y,Y,N,,
,691623,KOTTARAKKARA,KERALA,Y,Y,N,,
,580113,Dharwad,KARNATAKA,Y,Y,N,,
,623304,UTHANGARAI,TAMIL NADU,Y,Y,N,,
,642124,Pollachi,TAMIL NADU,Y,Y,N,,
,577436,Thirthahalli,KARNATAKA,Y,Y,Y,,
,627859,Tenkasi,TAMIL NADU,Y,Y,N,,
,586105,Bijapur,KARNATAKA,Y,Y,N,,
,577160,Basarikatte,KARNATAKA,N,N,N,,
,676562,Tirur,KERALA,Y,Y,Y,,
,689623,Allapey,KERALA,Y,Y,N,,
,676523,NILAMBUR,KERALA,N,N,N,,
,673522,KOZHIKODE,KERALA,Y,Y,N,,
,680703,Edamuttam,KERALA,Y,Y,N,,
,680021,TRICHUR,KERALA,Y,Y,Y,,
,581345,Kampli,KARNATAKA,N,N,N,,
,686637,Kottayam,KERALA,Y,Y,Y,,
,563125,Chintamani,KARNATAKA,N,N,N,,
,673505,NADAPURAM,KERALA,N,N,N,,
,591340,Sankeshwar,KARNATAKA,Y,Y,N,,
,583283,Kanakgiri,KARNATAKA,N,N,N,,
,629201,KANYAKUMARI,TAMIL NADU,Y,Y,N,,
,582229,NARGUND,KARNATAKA,Y,Y,N,,
,676516,Manjery,KERALA,Y,Y,N,,
,614809,Trichy,TAMIL NADU,Y,Y,N,,
,670308,Kannur,KERALA,Y,Y,N,,
,695127,PARASSALA,KERALA,Y,Y,Y,,
,629168,MARTHANDAM,TAMIL NADU,Y,Y,N,,
,576117,KARKALA,KARNATAKA,Y,Y,N,,
,560054,BANGALORE,KARNATAKA,Y,Y,Y,,
,586201,Bijapur,KARNATAKA,N,N,N,,
,637103,Salem,TAMIL NADU,Y,Y,N,,
,624215,Ayyampalyam,TAMIL NADU,Y,Y,Y,,
,584115,Lingasugur,KARNATAKA,N,N,N,,
,641050,Palladam,TAMIL NADU,N,N,Y,,
,613204,Thanjavur,TAMIL NADU,Y,Y,N,,
,581228,Hubli,KARNATAKA,Y,Y,N,,
,627855,Salem,TAMIL NADU,Y,Y,N,,
,638888,Tirupur,TAMIL NADU,Y,Y,Y,,
,686572,PALA,KERALA,Y,Y,N,,
,673212,KALPETTA,KERALA,N,N,N,,
,571232,MADIKERI,KARNATAKA,Y,Y,Y,,
,680732,MALA KL,KERALA,Y,Y,N,,
,591703,NARGUND,KARNATAKA,Y,Y,N,,
,571201,MADIKERI,KARNATAKA,Y,Y,N,,
,680125,Irinjalakuda,KERALA,N,N,N,,
,625706,Thiruparankundram,TAMIL NADU,N,N,N,,
,689620,Allapey,KERALA,Y,Y,N,,
,560017,BANGALORE,KARNATAKA,Y,Y,Y,,
,686667,Thodupuzha,KERALA,Y,Y,Y,,
,680613,Manalur,KERALA,Y,Y,Y,,
,629169,MARTHANDAM,TAMIL NADU,Y,Y,N,,
,577546,CHITRADURGA,KARNATAKA,N,N,N,,
,680574,CHERPU,KERALA,Y,Y,Y,,
,605757,THIRUKOVILUR,TAMIL NADU,N,N,N,,
,629162,MARTHANDAM,TAMIL NADU,Y,Y,N,,
,630611,THIRUPPUVANAM,TAMIL NADU,N,N,N,,
,574101,KARKALA,KARNATAKA,Y,Y,N,,
,628216,Thiruchendur,TAMIL NADU,Y,Y,N,,
,560099,BANGALORE,KARNATAKA,Y,Y,Y,,
,586104,Bijapur,KARNATAKA,Y,Y,N,,
,679329,NILAMBUR,KERALA,N,N,N,,
,560045,BANGALORE,KARNATAKA,Y,Y,Y,,
,642106,Pollachi,TAMIL NADU,N,N,N,,
,562111,Dabaspet,KARNATAKA,N,N,Y,,
,690502,Mavelikera,KERALA,Y,Y,Y,,
,629851,Nagercoil,TAMIL NADU,Y,Y,N,,
,577243,Bhadravathi,KARNATAKA,Y,Y,Y,,
,626205,SIVAKASI,TAMIL NADU,Y,Y,N,,
,680320,TRICHUR,KERALA,Y,Y,Y,,
,637212,Salem,TAMIL NADU,Y,Y,Y,,
,587101,Bagalkot,KARNATAKA,Y,Y,Y,,
,571161,Mysore,KARNATAKA,Y,Y,N,,
,686692,Thodupuzha,KERALA,Y,Y,Y,,
,673558,Vadakara,KERALA,N,N,N,,
,627424,Tenkasi,TAMIL NADU,Y,Y,Y,,
,560059,BANGALORE,KARNATAKA,Y,Y,Y,,
,562161,CHANNAPATNA,KARNATAKA,N,N,N,,
,638054,Gopichettipalyam,TAMIL NADU,Y,Y,Y,,
,627725,Ramanathapuram,TAMIL NADU,Y,Y,N,,
,625562,Theni,TAMIL NADU,Y,Y,N,,
,571302,Nanjanagudu,KARNATAKA,N,N,Y,,
,561222,BANGALORE,KARNATAKA,Y,Y,N,,
,580216,Hubli,KARNATAKA,Y,Y,N,,
,695036,Trivandrum,KERALA,Y,Y,Y,,
,628306,TIRUNELVELI,TAMIL NADU,Y,Y,N,,
,679573,EDAPPAL,KERALA,Y,Y,N,,
,670109,Kannur,KERALA,Y,Y,Y,,
,639105,Karur,TAMIL NADU,N,N,N,,
,689112,Tiruvella,KERALA,N,N,N,,
,641652,Tirupur,TAMIL NADU,Y,Y,Y,,
,583120,Bellary,KARNATAKA,N,N,N,,
,628214,TIRUNELVELI,TAMIL NADU,Y,Y,N,,
,678552,PALAKKAD,KERALA,Y,Y,N,,
,591157,Belgaum,KARNATAKA,Y,Y,Y,,
,680665,Kodungallur,KERALA,Y,Y,Y,,
,623305,KARAIKUDI,TAMIL NADU,Y,Y,N,,
,680702,THRISSUR,KERALA,N,N,N,,
,591250,Gokak,KARNATAKA,Y,Y,Y,,
,639111,Karur,TAMIL NADU,N,N,N,,
,682009,THOPPUMPADI,KERALA,N,N,N,,
,577528,JAGLUR,KARNATAKA,Y,Y,N,,
,671313,Kannur,KERALA,N,N,N,,
,643215,Ooty,TAMIL NADU,Y,Y,Y,,
,686016,Kottayam,KERALA,Y,Y,Y,,
,695134,PARASSALA,KERALA,Y,Y,Y,,
,642146,Pollachi,TAMIL NADU,Y,Y,N,,
,678553,PALAKKAD,KERALA,Y,Y,Y,,
,689503,PANDALAM,KERALA,Y,Y,Y,,
,637301,Sankagiri,TAMIL NADU,Y,Y,Y,,
,627127,KANYAKUMARI,TAMIL NADU,N,N,N,,
,591217,KUDCHI,KARNATAKA,Y,Y,N,,
,580030,Hubli,KARNATAKA,Y,Y,Y,,
,695313,Chirayinkeezhu,KERALA,Y,Y,Y,,
,680592,TRICHUR,KERALA,Y,Y,Y,,
,623710,Ramanathapuram,TAMIL NADU,Y,Y,N,,
,673322,Ulliyeri,KERALA,Y,Y,N,,
,624503,Gopichettipalyam,TAMIL NADU,Y,Y,N,,
,585228,Kalaburagi,KARNATAKA,Y,Y,Y,,
,607201,Salem,TAMIL NADU,N,N,N,,
,581172,Haveri,KARNATAKA,Y,Y,N,,
,571105,Mysore,KARNATAKA,Y,Y,Y,,
,625513,Theni,TAMIL NADU,Y,Y,Y,,
,685603,Kattapana,KERALA,N,N,N,,
,690532,Mavelikera,KERALA,Y,Y,Y,,
,611103,Trichy,TAMIL NADU,N,N,N,,
,683543,Perumbavoor,KERALA,Y,Y,Y,,
,611110,Trichy,TAMIL NADU,Y,Y,N,,
,680687,Edamuttam,KERALA,Y,Y,Y,,
,695512,Trivandrum,KERALA,Y,Y,Y,,
,622005,Pudukkottai,TAMIL NADU,Y,Y,N,,
,686565,PALA,KERALA,Y,Y,N,,
,626173,SIVAKASI,TAMIL NADU,Y,Y,N,,
,574154,SURATHKAL,KARNATAKA,Y,Y,Y,,
,591287,CHIKODI,KARNATAKA,N,N,N,,
,626180,SIVAKASI,TAMIL NADU,Y,Y,N,,
,676125,Manjery,KERALA,Y,Y,N,,
,584101,Raichur,KARNATAKA,Y,Y,Y,,
,625514,Usilampatti,TAMIL NADU,Y,Y,N,,
,614629,Trichy,TAMIL NADU,N,N,N,,
,673508,Vadakara,KERALA,N,N,Y,,
,678631,PALAKKAD,KERALA,Y,Y,N,,
,678596,PALAKKAD,KERALA,Y,Y,Y,,
,686004,Kottayam,KERALA,Y,Y,Y,,
,695571,Trivandrum,KERALA,Y,Y,N,,
,581337,KUMTA,KARNATAKA,Y,Y,N,,
,690538,Sasthamkotta,KERALA,Y,Y,N,,
,679306,OTTAPALAM,KERALA,N,N,N,,
,688530,Cherthala,KERALA,Y,Y,N,,
,576111,Padubidri,KARNATAKA,Y,Y,N,,
,643240,PANDALUR,TAMIL NADU,N,N,N,,
,639108,Karur,TAMIL NADU,Y,Y,Y,,
,609503,Thanjavur,TAMIL NADU,N,N,N,,
,621211,KULITHALAI,TAMIL NADU,Y,Y,N,,
,623529,Ramanathapuram,TAMIL NADU,Y,Y,N,,
,627417,Tenkasi,TAMIL NADU,N,N,N,,
,636103,AYOTHIYAPATINAM,TAMIL NADU,Y,Y,N,,
,673032,Calicut,KERALA,Y,Y,Y,,
,585356,BHALKI,KARNATAKA,Y,Y,N,,
,621704,KALLAKURUCHI,TAMIL NADU,N,N,N,,
,571165,Chamarajanagar,KARNATAKA,Y,Y,Y,,
,689110,Tiruvella,KERALA,N,N,N,,
,691315,Punalur,KERALA,Y,Y,N,,
,591103,Belgaum,KARNATAKA,Y,Y,Y,,
,679587,EDAPPAL,KERALA,Y,Y,Y,,
,570025,Mysore,KARNATAKA,Y,Y,Y,,
,695007,Trivandrum,KERALA,N,N,N,,
,676553,PUTHANATHANI,KERALA,Y,Y,N,,
,639006,Karur,TAMIL NADU,Y,Y,Y,,
,627766,TIRUNELVELI,TAMIL NADU,Y,Y,N,,
,561111,BANGALORE,KARNATAKA,Y,Y,N,,
,612502,Kumbakonam,TAMIL NADU,Y,Y,Y,,
,680698,MALA KL,KERALA,Y,Y,N,,
,686536,Tiruvella,KERALA,N,N,N,,
,673620,Ulliyeri,KERALA,N,N,N,,
,680620,Manalur,KERALA,Y,Y,N,,
,695131,Neyyattinkara,KERALA,Y,Y,N,,
,695615,Kallayam,KERALA,Y,Y,Y,,
,627359,TIRUNELVELI,TAMIL NADU,Y,Y,N,,
,577594,DAVANGERE,KARNATAKA,Y,Y,N,,
,900012,BANGALORE,KARNATAKA,Y,Y,N,,
,583118,Sandur,KARNATAKA,Y,Y,N,,
,641006,Coimbatore,TAMIL NADU,Y,Y,Y,,
,576120,PETHRI,KARNATAKA,Y,Y,N,,
,673316,Kannur,KERALA,N,N,N,,
,624054,Dindigul,TAMIL NADU,N,N,N,,
,623208,KARAIKUDI,TAMIL NADU,Y,Y,N,,
,683110,Aluva,KERALA,Y,Y,N,,
,591276,Gokak,KARNATAKA,Y,Y,Y,,
,587118,ILKAL,KARNATAKA,Y,Y,N,,
,585286,Kalaburagi,KARNATAKA,Y,Y,N,,
,629154,MARTHANDAM,TAMIL NADU,Y,Y,N,,
,689106,Allapey,KERALA,Y,Y,Y,,
,638002,Erode,TAMIL NADU,Y,Y,N,,
,625003,Madurai,TAMIL NADU,Y,Y,Y,,
,635103,BANGALORE,KARNATAKA,Y,Y,Y,,
,586216,Bijapur,KARNATAKA,Y,Y,N,,
,623514,Ramanathapuram,TAMIL NADU,Y,Y,Y,,
,689691,Pathanamthitta,KERALA,N,N,N,,
,562201,Magadi,KARNATAKA,N,N,N,,
,695104,Kottiyod,KERALA,Y,Y,N,,
,673104,KOZHIKODE,KERALA,Y,Y,Y,,
,671323,Manjeshwar,KERALA,N,N,N,,
,621127,Rajapalayam,TAMIL NADU,Y,Y,Y,,
,679536,KOOTANAD,KERALA,N,N,N,,
,581327,HONNAVARA,KARNATAKA,N,N,N,,
,695303,Chirayinkeezhu,KERALA,N,N,N,,
,629001,Nagercoil,TAMIL NADU,Y,Y,Y,,
,643201,Kotigiri,TAMIL NADU,Y,Y,N,,
,670563,Kannur,KERALA,N,N,N,,
,642206,Udumalpet,TAMIL NADU,Y,Y,N,,
,577589,DAVANGERE,KARNATAKA,N,N,N,,
,562125,BANGALORE,KARNATAKA,Y,Y,Y,,
,670314,PARAPPA,KERALA,N,N,N,,
,582241,NARGUND,KARNATAKA,Y,Y,N,,
,621133,Perambalur,TAMIL NADU,Y,Y,Y,,
,627355,VALLIYOOR,TAMIL NADU,N,N,N,,
,680689,THRISSUR,KERALA,N,N,N,,
,625540,CUMBAM,TAMIL NADU,Y,Y,Y,,
,627652,Thisayanvilai,TAMIL NADU,Y,Y,N,,
,626566,Usilampatti,TAMIL NADU,Y,Y,N,,
,609309,MAYILADURAI,TAMIL NADU,Y,Y,Y,,
,575015,Mangalore,KARNATAKA,Y,Y,Y,,
,673307,Ulliyeri,KERALA,Y,Y,N,,
,625002,Madurai,TAMIL NADU,Y,Y,Y,,
,625122,MELUR,TAMIL NADU,N,N,N,,
,623536,Ramanathapuram,TAMIL NADU,Y,Y,N,,
,679592,EDAPPAL,KERALA,N,N,N,,
,621011,THURAIYUR,TAMIL NADU,Y,Y,N,,
,680533,THRISSUR,KERALA,N,N,N,,
,577435,Sagarcity,KARNATAKA,Y,Y,N,,
,576244,BYNDOOR,KARNATAKA,Y,Y,N,,
,560079,BANGALORE,KARNATAKA,Y,Y,Y,,
,591228,Nipani,KARNATAKA,Y,Y,N,,
,673596,Bathery,KERALA,Y,Y,N,,
,627451,TIRUNELVELI,TAMIL NADU,Y,Y,N,,
,575001,Mangalore,KARNATAKA,Y,Y,N,,
,581307,Kampli,KARNATAKA,N,N,N,,
,560094,BANGALORE,KARNATAKA,Y,Y,Y,,
,679313,OTTAPALAM,KERALA,N,N,N,,
,630106,KARAIKUDI,TAMIL NADU,Y,Y,N,,
,606303,Cuddalore,TAMIL NADU,Y,Y,N,,
,673591,Bathery,KERALA,Y,Y,Y,,
,590006,Belgaum,KARNATAKA,Y,Y,Y,,
,584160,Raichur,KARNATAKA,Y,Y,Y,,
,635611,Dharmapuri,TAMIL NADU,Y,Y,N,,
,682025,Cochin,KERALA,N,N,N,,
,577566,Harihar,KARNATAKA,Y,Y,Y,,
,690562,THODIYOOR,KERALA,N,N,N,,
,638460,NAMBIYUR,TAMIL NADU,Y,Y,N,,
,624231,Dindigul,TAMIL NADU,N,N,N,,
,571342,Chamarajanagar,KARNATAKA,Y,Y,Y,,
,690522,CHARUMOOD,KERALA,N,N,N,,
,585225,Kalaburagi,KARNATAKA,Y,Y,Y,,
,688003,Allapey,KERALA,Y,Y,Y,,
,562107,BANGALORE,KARNATAKA,N,N,Y,,
,575011,Mangalore,KARNATAKA,N,N,N,,
,695586,Trivandrum,KERALA,Y,Y,Y,,
,680672,MALA KL,KERALA,Y,Y,N,,
,635708,Dharmapuri,TAMIL NADU,Y,Y,N,,
,686009,Kottayam,KERALA,N,N,N,,
,678012,PALAKKAD,KERALA,Y,Y,Y,,
,625533,CUMBAM,TAMIL NADU,Y,Y,Y,,
,678611,PALAKKAD,KERALA,Y,Y,N,,
,624708,Ayyampalyam,TAMIL NADU,Y,Y,Y,,
,627005,TIRUNELVELI,TAMIL NADU,Y,Y,Y,,
,571304,Mysore,KARNATAKA,Y,Y,Y,,
,586212,Muddebihal,KARNATAKA,N,N,N,,
,670003,Valiyannur,KERALA,Y,Y,Y,,
,680641,Manalur,KERALA,Y,Y,Y,,
,636457,Omalur,TAMIL NADU,N,N,N,,
,560050,BANGALORE,KARNATAKA,Y,Y,Y,,
,626159,Virudhunagar,TAMIL NADU,Y,Y,N,,
,560098,BANGALORE,KARNATAKA,Y,Y,Y,,
,695122,PARASSALA,KERALA,Y,Y,N,,
,686577,PALA,KERALA,Y,Y,N,,
,629177,MARTHANDAM,TAMIL NADU,Y,Y,N,,
,586116,Muddebihal,KARNATAKA,N,N,N,,
,680549,THRISSUR,KERALA,N,N,N,,
,691590,Sasthamkotta,KERALA,Y,Y,N,,
,673301,Calicut,KERALA,Y,Y,Y,,
,639101,KULITHALAI,TAMIL NADU,N,N,N,,
,641009,Coimbatore,TAMIL NADU,Y,Y,Y,,
,625218,Madurai,TAMIL NADU,Y,Y,N,,
,670325,Kannur,KERALA,Y,Y,Y,,
,680609,Guruvayur,KERALA,Y,Y,N,,
,638117,Gopichettipalyam,TAMIL NADU,Y,Y,Y,,
,691010,Kollam,KERALA,Y,Y,Y,,
,577520,Sirigere,KARNATAKA,N,N,Y,,
,621219,Perambalur,TAMIL NADU,Y,Y,Y,,
,606207,KARUNAPURAM,TAMIL NADU,Y,Y,N,,
,581336,Sirsi,KARNATAKA,Y,Y,Y,,
,683573,Cochin,KERALA,Y,Y,Y,,
,574236,MADANTHYAR,KARNATAKA,N,N,N,,
,611111,Thanjavur,TAMIL NADU,Y,Y,N,,
,695031,Trivandrum,KERALA,Y,Y,Y,,
,577237,SHIVAMOGGA,KARNATAKA,Y,Y,N,,
,641065,Coimbatore,TAMIL NADU,N,N,N,,
,639112,KULITHALAI,TAMIL NADU,Y,Y,N,,
,688523,Cherthala,KERALA,Y,Y,Y,,
,626051,Virudhunagar,TAMIL NADU,Y,Y,N,,
,680122,Kodungallur,KERALA,Y,Y,Y,,
,680614,Manalur,KERALA,Y,Y,N,,
,680551,THRISSUR,KERALA,Y,Y,Y,,
,614615,ADIRAMAPATTINAM,TAMIL NADU,N,N,N,,
,621601,Lalgudi,TAMIL NADU,Y,Y,N,,
,628503,KOVILPATTI,TAMIL NADU,Y,Y,N,,
,628722,Tuticorin,TAMIL NADU,N,N,N,,
,680020,TRICHUR,KERALA,Y,Y,Y,,
,642114,Pollachi,TAMIL NADU,Y,Y,Y,,
,689552,MARAMON,KERALA,Y,Y,Y,,
,625001,Madurai,TAMIL NADU,Y,Y,Y,,
,686695,Thodupuzha,KERALA,N,N,N,,
,590011,Belgaum,KARNATAKA,Y,Y,Y,,
,670010,Kannur,KERALA,Y,Y,Y,,
,686632,Kottayam,KERALA,Y,Y,Y,,
,673650,Kondotty,KERALA,Y,Y,N,,
,573202,Hassan,KARNATAKA,Y,Y,Y,,
,586109,Bijapur,KARNATAKA,Y,Y,N,,
,605752,THIRUKOVILUR,TAMIL NADU,N,N,N,,
,561208,Gouribidanur,KARNATAKA,Y,Y,Y,,
,574244,Manipal,KARNATAKA,N,N,N,,
,641114,Thondamuthur,TAMIL NADU,N,N,N,,
,623503,Ramanathapuram,TAMIL NADU,Y,Y,Y,,
,586213,Bijapur,KARNATAKA,N,N,N,,
,624623,Dindigul,TAMIL NADU,N,N,N,,
,582211,Gajendragad,KARNATAKA,N,N,N,,
,583216,Hubli,KARNATAKA,N,N,N,,
,682044,OTTAPALAM,KERALA,Y,Y,N,,
,635132,Dharmapuri,TAMIL NADU,Y,Y,N,,
,685507,Kattapana,KERALA,N,N,N,,
,643003,Ooty,TAMIL NADU,Y,Y,Y,,
,571186,Mysore,KARNATAKA,Y,Y,Y,,
,581341,HONNAVARA,KARNATAKA,N,N,N,,
,577115,SHIVAMOGGA,KARNATAKA,Y,Y,N,,
,580004,Dharwad,KARNATAKA,Y,Y,Y,,
,561203,Doddaballapura,KARNATAKA,N,N,N,,
,577144,Tarikere,KARNATAKA,Y,Y,N,,
,571337,Chamarajanagar,KARNATAKA,Y,Y,Y,,
,673306,Ulliyeri,KERALA,Y,Y,N,,
,630410,Pudukkottai,TAMIL NADU,Y,Y,N,,
,629193,MARTHANDAM,TAMIL NADU,Y,Y,N,,
,560040,BANGALORE,KARNATAKA,Y,Y,Y,,
,583135,Hagaribommanahalli,KARNATAKA,Y,Y,N,,
,676561,Tirur,KERALA,Y,Y,Y,,
,577006,DAVANGERE,KARNATAKA,Y,Y,Y,,
,612601,Thanjavur,TAMIL NADU,Y,Y,Y,,
,629189,MARTHANDAM,TAMIL NADU,N,N,N,,
,626151,SIVAKASI,TAMIL NADU,Y,Y,N,,
,576104,Manipal,KARNATAKA,Y,Y,N,,
,560029,BANGALORE,KARNATAKA,Y,Y,Y,,
,627857,Tenkasi,TAMIL NADU,Y,Y,Y,,
,641685,Rayarkoil,TAMIL NADU,N,N,N,,
,686021,Kottayam,KERALA,N,N,Y,,
,609807,Thanjavur,TAMIL NADU,Y,Y,Y,,
,690523,THODIYOOR,KERALA,N,N,N,,
,676105,Tirur,KERALA,Y,Y,Y,,
,585292,SEDAM,KARNATAKA,Y,Y,N,,
,628623,Thiruchendur,TAMIL NADU,Y,Y,N,,
,629197,MARTHANDAM,TAMIL NADU,Y,Y,Y,,
,691578,PARAVUR,KERALA,Y,Y,Y,,
,611003,Thanjavur,TAMIL NADU,Y,Y,N,,
,606401,KARUNAPURAM,TAMIL NADU,Y,Y,Y,,
,622402,PONNAMARAVATHY,TAMIL NADU,N,N,N,,
,691302,PARAVUR,KERALA,Y,Y,Y,,
,641302,ANNUR,TAMIL NADU,Y,Y,Y,,
,625007,Madurai,TAMIL NADU,Y,Y,Y,,
,678508,Vadakkenchery,KERALA,N,N,N,,
,688001,Allapey,KERALA,Y,Y,Y,,
,678007,PALAKKAD,KERALA,Y,Y,Y,,
,620010,Trichy,TAMIL NADU,Y,Y,Y,,
,695610,Kallara,KERALA,Y,Y,N,,
,636402,METTUR,TAMIL NADU,Y,Y,N,,
,682051,Cochin,KERALA,N,N,N,,
,571142,Chamarajanagar,KARNATAKA,Y,Y,Y,,
,673502,NADAPURAM,KERALA,N,N,Y,,
,626522,CUMBAM,TAMIL NADU,Y,Y,N,,
,614708,Tiruvarur,TAMIL NADU,Y,Y,N,,
,571807,Srirangapatna,KARNATAKA,Y,Y,Y,,
,561110,BANGALORE,KARNATAKA,Y,Y,N,,
,580028,Hubli,KARNATAKA,Y,Y,Y,,
,587214,Bagalkot,KARNATAKA,Y,Y,Y,,
,676521,Manjery,KERALA,Y,Y,Y,,
,613003,Thanjavur,TAMIL NADU,Y,Y,N,,
,641048,Coimbatore,TAMIL NADU,Y,Y,N,,
,636015,Salem,TAMIL NADU,Y,Y,Y,,
,686521,Kottiyam,KERALA,N,N,N,,
,623545,Ramanathapuram,TAMIL NADU,Y,Y,N,,
,587148,ILKAL,KARNATAKA,Y,Y,N,,
,673637,Kondotty,KERALA,N,N,N,,
,689121,Allapey,KERALA,Y,Y,Y,,
,626195,Virudhunagar,TAMIL NADU,Y,Y,N,,
,581208,Ranebennur,KARNATAKA,N,N,N,,
,637505,Morepalayam,TAMIL NADU,N,N,N,,
,626135,Rajapalayam,TAMIL NADU,Y,Y,N,,
,577222,SHIVAMOGGA,KARNATAKA,N,N,N,,
,591237,Nipani,KARNATAKA,Y,Y,Y,,
,680669,Kodungallur,KERALA,Y,Y,N,,
,642153,Pollachi,TAMIL NADU,N,N,N,,
,613517,Gopichettipalyam,TAMIL NADU,Y,Y,N,,
,636701,Dharmapuri,TAMIL NADU,Y,Y,Y,,
,637303,Sankagiri,TAMIL NADU,Y,Y,Y,,
,571605,KR Pete,KARNATAKA,N,N,N,,
,560109,BANGALORE,KARNATAKA,Y,Y,N,,
,581350,Murdeshwar,KARNATAKA,Y,Y,N,,
,670504,Kannur,KERALA,Y,Y,Y,,
,581303,Kampli,KARNATAKA,N,N,N,,
,673631,Calicut,KERALA,Y,Y,Y,,
,624619,Dindigul,TAMIL NADU,Y,Y,N,,
,679511,OTTAPALAM,KERALA,Y,Y,N,,
,689642,Pathanamthitta,KERALA,N,N,N,,
,636115,VALAPPADI,TAMIL NADU,N,N,N,,
,686655,PALA,KERALA,Y,Y,N,,
,695102,Edava,KERALA,Y,Y,Y,,
,673593,Bathery,KERALA,Y,Y,Y,,
,571150,Nanjanagudu,KARNATAKA,Y,Y,N,,
,613105,Thanjavur,TAMIL NADU,N,N,N,,
,680013,TRICHUR,KERALA,Y,Y,Y,,
,682028,Cochin,KERALA,Y,Y,Y,,
,676517,Manjery,KERALA,Y,Y,Y,,
,582207,NARGUND,KARNATAKA,Y,Y,N,,
,680504,Guruvayur,KERALA,Y,Y,N,,
,571170,Chamarajanagar,KARNATAKA,Y,Y,Y,,
,690514,Mavelikera,KERALA,Y,Y,Y,,
,627912,TIRUNELVELI,TAMIL NADU,Y,Y,N,,
,670106,Kannur,KERALA,Y,Y,Y,,
,623109,KARAIKUDI,TAMIL NADU,Y,Y,N,,
,678102,PALAKKAD,KERALA,N,N,N,,
,560049,BANGALORE,KARNATAKA,Y,Y,Y,,
,695024,Trivandrum,KERALA,Y,Y,Y,,
,560012,BANGALORE,KARNATAKA,Y,Y,Y,,
,695611,Edava,KERALA,Y,Y,Y,,
,641005,Coimbatore,TAMIL NADU,Y,Y,N,,
,563128,Kolar,KARNATAKA,N,N,N,,
,606708,Salem,TAMIL NADU,Y,Y,N,,
,623135,MUTHUKULATHUR,TAMIL NADU,N,N,N,,
,686602,Kottayam,KERALA,Y,Y,Y,,
,680734,MALA KL,KERALA,Y,Y,N,,
,610204,Trichy,TAMIL NADU,N,N,N,,
,628155,TIRUNELVELI,TAMIL NADU,Y,Y,N,,
,679309,Malappuram,KERALA,Y,Y,Y,,
,627118,Thisayanvilai,TAMIL NADU,N,N,N,,
